Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position,Investigator,Project,Tissue,Type,EBV,Cell_Line,Wildtype,Normal,Coment,Scan_Date,GDSC1,GDSC2,cosmic_id
TGBC11TKB,B02,SMET0037,NA,NA,8221924140,R02C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,909770
SCH,A03,SMET0037,NA,NA,8221924140,R03C01,Sebastian Moran,Sanger Cell Lines,STOMACH,OTHER,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,909711
RF-48,B03,SMET0037,NA,NA,8221924140,R03C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,909697
DK-MG,A04,SMET0037,NA,NA,8221924140,R04C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,906839
GAMG,B04,SMET0037,NA,NA,8221924140,R04C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,906868
M059K,A05,SMET0037,NA,NA,8221924140,R05C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,1298232
SK-N-SH,B05,SMET0037,NA,NA,8221924140,R05C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,717431
YKG-1,A06,SMET0037,NA,NA,8221924140,R06C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,687592
SW1088,B06,SMET0037,NA,NA,8221924140,R06C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,909745
GT3TKB,C01,SMET0037,NA,NA,8221924144,R01C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,907041
MKN1,D01,SMET0037,NA,NA,8221924144,R01C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908138
NCI-SNU-1,C02,SMET0037,NA,NA,8221924144,R02C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908444
RERF-GC-1B,D02,SMET0037,NA,NA,8221924144,R02C02,Sebastian Moran,Sanger Cell Lines,STOMACH,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,1240209
MKN7,C03,SMET0037,NA,NA,8221924144,R03C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,924250
ECC10,D03,SMET0037,NA,NA,8221924144,R03C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,906848
H4,C04,SMET0037,NA,NA,8221924144,R04C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,907042
M059J,D04,SMET0037,NA,NA,8221924144,R04C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,949094
LN-229,C05,SMET0037,NA,NA,8221924144,R05C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,1240169
HS-683,D05,SMET0037,NA,NA,8221924144,R05C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,1240150
BE2-M17,C06,SMET0037,NA,NA,8221924144,R06C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,753616
42-MG-BA,D06,SMET0037,NA,NA,8221924144,R06C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,687561
MKN28,E01,SMET0037,NA,NA,8221924165,R01C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908139
MKN45,F01,SMET0037,NA,NA,8221924165,R01C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,925340
HS746T,E02,SMET0037,NA,NA,8221924165,R02C01,Sebastian Moran,Sanger Cell Lines,STOMACH,GASTRIC CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,1240151
IM-95,F02,SMET0037,NA,NA,8221924165,R02C02,Sebastian Moran,Sanger Cell Lines,STOMACH,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,1240155
MC-IXC,E03,SMET0037,NA,NA,8221924165,R03C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,908118
NB69,F03,SMET0037,NA,NA,8221924165,R03C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,908440
SW1783,E04,SMET0037,NA,NA,8221924165,R04C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,909750
U-118-MG,F04,SMET0037,NA,NA,8221924165,R04C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,687588
KELLY,E05,SMET0037,NA,NA,8221924165,R05C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,753618
DBTRG-05MG,F05,SMET0037,NA,NA,8221924165,R05C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,906835
SK-N-DZ,E06,SMET0037,NA,NA,8221924165,R06C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,688086
PFSK-1,F06,SMET0037,NA,NA,8221924165,R06C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,PRIMITIVE NEUROECTODERMAL TUMOUR-MEDULLOBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,medulloblastoma,683667
NCI-N87,G01,SMET0037,NA,NA,8221932016,R01C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908461
NCI-SNU-5,H01,SMET0037,NA,NA,8221932016,R01C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908445
FU97,G02,SMET0037,NA,NA,8221932016,R02C01,Sebastian Moran,Sanger Cell Lines,STOMACH,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,1290806
HGC-27,H02,SMET0037,NA,NA,8221932016,R02C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,907055
MHH-NB-11,G03,SMET0037,NA,NA,8221932016,R03C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,908135
DAOY,H03,SMET0037,NA,NA,8221932016,R03C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,PRIMITIVE NEUROECTODERMAL TUMOUR-MEDULLOBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,medulloblastoma,906833
CHP-212,H04,SMET0037,NA,NA,8221932016,R04C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,906820
GMS-10,G05,SMET0037,NA,NA,8221932016,R05C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,906873
LN-405,H05,SMET0037,NA,NA,8221932016,R05C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,910694
CAL-39,G06,SMET0037,NA,NA,8221932016,R06C01,Sebastian Moran,Sanger Cell Lines,VULVA,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,cervix,924107
HELASF,H06,SMET0037,NA,NA,8221932016,R06C02,Sebastian Moran,Sanger Cell Lines,CERVIX,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,cervix,687509
MFH-INO,A07,SMET0037,NA,NA,8221932019,R01C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,MALIGNANT FIBROUS HISTIOCYTOMA-PLEOMORPHIC SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,925343
SW684,B07,SMET0037,NA,NA,8221932019,R01C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,FIBROSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,fibrosarcoma,909754
JAR,A08,SMET0037,NA,NA,8221932019,R02C01,Sebastian Moran,Sanger Cell Lines,PLACENTA,CHORIOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,urogenital_system_other,907175
GCT,B08,SMET0037,NA,NA,8221932019,R02C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,MALIGNANT FIBROUS HISTIOCYTOMA-PLEOMORPHIC SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,906999
RT-112,A09,SMET0037,NA,NA,8221932019,R03C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,909704
SW1710,B09,SMET0037,NA,NA,8221932019,R03C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,909749
639-V,A10,SMET0037,NA,NA,8221932019,R04C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,906798
LB831-BLC,B10,SMET0037,NA,NA,8221932019,R04C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,753584
8505C,A11,SMET0037,NA,NA,8221932019,R05C01,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,924102
BCPAP,B11,SMET0037,NA,NA,8221932019,R05C02,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,924104
FTC-133,A12,SMET0037,NA,NA,8221932019,R06C01,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,906864
HTC-C3,B12,SMET0037,NA,NA,8221932019,R06C02,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,924151
SW872,C07,SMET0037,NA,NA,8359018051,R01C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,LIPOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,909756
SW982,D07,SMET0037,NA,NA,8359018051,R01C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,SYNOVIAL SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,909759
HT-1080,C08,SMET0037,NA,NA,8359018051,R02C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,FIBROSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,fibrosarcoma,907064
A388,D08,SMET0037,NA,NA,8359018051,R02C02,Sebastian Moran,Sanger Cell Lines,SKIN,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,skin,skin_other,910697
TCCSUP,C09,SMET0037,NA,NA,8359018051,R03C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,687459
UM-UC-3,D09,SMET0037,NA,NA,8359018051,R03C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,724838
HT-1197,C10,SMET0037,NA,NA,8359018051,R04C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,907065
CAL-29,D10,SMET0037,NA,NA,8359018051,R04C02,Sebastian Moran,Sanger Cell Lines,BLADDER,URINARY BLADDER TRANSITIONAL CELL,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,1290730
CGTH-W-1,C11,SMET0037,NA,NA,8359018051,R05C01,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,910568
K5,D11,SMET0037,NA,NA,8359018051,R05C02,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,924238
CAL-62,C12,SMET0037,NA,NA,8359018051,R06C01,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,906828
KMH-2,D12,SMET0037,NA,NA,8359018051,R06C02,Sebastian Moran,Sanger Cell Lines,THYROID,ANAPLASTIC THYROID CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,1298167
VA-ES-BJ,E07,SMET0037,NA,NA,8359018052,R01C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,EPITHELIOID SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,688121
SK-LMS-1,F07,SMET0037,NA,NA,8359018052,R01C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,909720
647-V,E08,SMET0037,NA,NA,8359018052,R02C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,906797
BFTC-905,F08,SMET0037,NA,NA,8359018052,R02C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,910926
KU-19-19,E09,SMET0037,NA,NA,8359018052,R03C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,907312
VM-CUB-1,F09,SMET0037,NA,NA,8359018052,R03C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,909780
SCABER,E10,SMET0037,NA,NA,8359018052,R04C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,1299051
5637,F10,SMET0037,NA,NA,8359018052,R04C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,687452
S-117,E11,SMET0037,NA,NA,8359018052,R05C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,SARCOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,910946
RO82-W-1,F11,SMET0037,NA,NA,8359018052,R05C02,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,930083
BHT-101,E12,SMET0037,NA,NA,8359018052,R06C01,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,906696
8305C,F12,SMET0037,NA,NA,8359018052,R06C02,Sebastian Moran,Sanger Cell Lines,THYROID,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,906795
HS-633T,G07,SMET0037,NA,NA,8359018053,R01C01,Sebastian Moran,Sanger Cell Lines,NA,FIBROSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,fibrosarcoma,1240149
SCCH-196,H07,SMET0037,NA,NA,8359018053,R01C02,Sebastian Moran,Sanger Cell Lines,BONE,SMALL ROUND CELL SARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,soft_tissue_other,1240211
DSH1,G08,SMET0037,NA,NA,8359018053,R02C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,753552
HT-1376,H08,SMET0037,NA,NA,8359018053,R02C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,907066
SW780,G09,SMET0037,NA,NA,8359018053,R03C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,687457
J82,H09,SMET0037,NA,NA,8359018053,R03C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,753566
T-24,G10,SMET0037,NA,NA,8359018053,R04C01,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,724812
RT4,H10,SMET0037,NA,NA,8359018053,R04C02,Sebastian Moran,Sanger Cell Lines,URINARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,bladder,687455
TT2609-C02,G11,SMET0037,NA,NA,8359018053,R05C01,Sebastian Moran,Sanger Cell Lines,THYROID,FOLLICULAR THYROID CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,1240223
IHH-4,H11,SMET0037,NA,NA,8359018053,R05C02,Sebastian Moran,Sanger Cell Lines,THYROID,PAPILLARY THYROID CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,1240154
ACN,G12,SMET0037,NA,NA,8359018053,R06C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,906803
GI-ME-N,H12,SMET0037,NA,NA,8359018053,R06C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,906872
BPH-1,A01,SMET0038,NA,NA,8359018054,R01C01,Sebastian Moran,Sanger Cell Lines,PROSTATE,HYPERPLASIA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,prostate,924105
VCAP,B01,SMET0038,NA,NA,8359018054,R01C02,Sebastian Moran,Sanger Cell Lines,PROSTATE,HORMONE REFRACTORY PROSTATE CANCER,No,YES,Yes,No,NA,2012-08-27,urogenital_system,prostate,1299075
JHH-4,A02,SMET0038,NA,NA,8359018054,R02C01,Sebastian Moran,Sanger Cell Lines,LIVER,HEPATOCELLULAR CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,1240158
JHH-2,B02,SMET0038,NA,NA,8359018054,R02C02,Sebastian Moran,Sanger Cell Lines,LIVER,HEPATOCELLULAR CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,1240157
A673,A03,SMET0038,NA,NA,8359018054,R03C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,684052
RD,B03,SMET0038,NA,NA,8359018054,R03C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,909264
TGBC24TKB,A04,SMET0038,NA,NA,8359018054,R04C01,Sebastian Moran,Sanger Cell Lines,BILIARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,biliary_tract,910695
SW954,B04,SMET0038,NA,NA,8359018054,R04C02,Sebastian Moran,Sanger Cell Lines,VULVA,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,urogenital_system_other,924247
NB12,A05,SMET0038,NA,NA,8359018054,R05C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949172
NB13,B05,SMET0038,NA,NA,8359018054,R05C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949177
NBSUSSR,A06,SMET0038,NA,NA,8359018054,R06C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,925342
NB17,B06,SMET0038,NA,NA,8359018054,R06C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949175
EGI-1,C01,SMET0038,NA,NA,8359018100,R01C01,Sebastian Moran,Sanger Cell Lines,BILIARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,biliary_tract,906853
C3A,D01,SMET0038,NA,NA,8359018100,R01C02,Sebastian Moran,Sanger Cell Lines,LIVER,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,910850
JHH-1,C02,SMET0038,NA,NA,8359018100,R02C01,Sebastian Moran,Sanger Cell Lines,LIVER,HEPATOCELLULAR CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,1298151
HUH-7,D02,SMET0038,NA,NA,8359018100,R02C02,Sebastian Moran,Sanger Cell Lines,LIVER,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,907071
RH-41,C03,SMET0038,NA,NA,8359018100,R03C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,1240210
KYM-1,D03,SMET0038,NA,NA,8359018100,R03C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,1240166
SW962,C04,SMET0038,NA,NA,8359018100,R04C01,Sebastian Moran,Sanger Cell Lines,VULVA,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,urogenital_system_other,909758
HCE-T,D04,SMET0038,NA,NA,8359018100,R04C02,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,head and neck,907049
NB14,C05,SMET0038,NA,NA,8359018100,R05C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949178
NB5,D05,SMET0038,NA,NA,8359018100,R05C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949176
MFE-280,C06,SMET0038,NA,NA,8359018100,R06C01,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,908129
EN,D06,SMET0038,NA,NA,8359018100,R06C02,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,ENDOMETRIAL CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,1240127
SK-HEP-1,E01,SMET0038,NA,NA,8359018112,R01C01,Sebastian Moran,Sanger Cell Lines,LIVER,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,909719
HLE,F01,SMET0038,NA,NA,8359018112,R01C02,Sebastian Moran,Sanger Cell Lines,LIVER,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,907057
A204,E02,SMET0038,NA,NA,8359018112,R02C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,910784
SJRH30,F02,SMET0038,NA,NA,8359018112,R02C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,909716
RH-18,E03,SMET0038,NA,NA,8359018112,R03C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,971774
NTERA-S-CL-D1,F03,SMET0038,NA,NA,8359018112,R03C02,Sebastian Moran,Sanger Cell Lines,TESTIS,GERM CELL TUMOUR,No,YES,Yes,No,NA,2012-08-27,urogenital_system,testis,908454
CAL-27,E04,SMET0038,NA,NA,8359018112,R04C01,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,head and neck,910916
KP-N-YS,F04,SMET0038,NA,NA,8359018112,R04C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,946363
NB7,E05,SMET0038,NA,NA,8359018112,R05C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949174
CHP-134,F05,SMET0038,NA,NA,8359018112,R05C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,910941
COLO-684,E06,SMET0038,NA,NA,8359018112,R06C01,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,910691
